trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1108,False,"{'a': 0.0019361699283974275, 'e': 1.4581278805245021e-05}",30,18,21.6680422534525,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1109,False,"{'a': 0.0019264890787554403, 'e': 1.4435466017192571e-05}",20,6,24.653804281986726,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.001916856633361663, 'e': 1.4291111357020645e-05}",30,23,10.741735504511093,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.0019072723501948547, 'e': 1.4148200243450438e-05}",25,14,19.232010612513676,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.0018977359884438804, 'e': 1.4006718241015934e-05}",30,24,10.135218729725826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.001888247308501661, 'e': 1.3866651058605774e-05}",20,13,13.107403728203806,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.0018788060719591526, 'e': 1.3727984548019716e-05}",20,7,21.194755758868876,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.001869412041599357, 'e': 1.3590704702539519e-05}",30,13,35.839609489409526,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1116,False,"{'a': 0.0018600649813913601, 'e': 1.3454797655514124e-05}",25,16,16.408491115118228,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.0018507646564844033, 'e': 1.3320249678958982e-05}",20,3,27.616018186458128,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1118,False,"{'a': 0.0018415108332019813, 'e': 1.3187047182169392e-05}",20,0,25.702826487855155,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1119,False,"{'a': 0.0018323032790359714, 'e': 1.3055176710347699e-05}",30,13,29.091808272370702,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1120,False,"{'a': 0.0018231417626407916, 'e': 1.2924624943244222e-05}",25,10,25.80121573445265,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.0018140260538275876, 'e': 1.279537869381178e-05}",20,15,10.82889606025168,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.0018049559235584496, 'e': 1.266742490687366e-05}",25,7,25.516720078279903,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.0017959311439406573, 'e': 1.2540750657804925e-05}",25,8,28.185832649230914,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.001786951488220954, 'e': 1.2415343151226874e-05}",30,20,19.203154286969042,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.0017780167307798493, 'e': 1.2291189719714607e-05}",30,12,33.643730497013294,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.00176912664712595, 'e': 1.216827782251746e-05}",20,14,11.161044499329348,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.0017602810138903204, 'e': 1.2046595044292285e-05}",20,11,18.956847655336,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.0017514796088208687, 'e': 1.1926129093849362e-05}",35,21,23.792108897027713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.0017427222107767642, 'e': 1.1806867802910869e-05}",35,2,55.51979447852359,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.0017340085997228805, 'e': 1.168879912488176e-05}",25,9,27.285608176022635,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.0017253385567242662, 'e': 1.1571911133632943e-05}",20,10,18.503121601121606,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.0017167118639406448, 'e': 1.1456192022296613e-05}",25,7,35.024860118139216,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.0017081283046209415, 'e': 1.1341630102073647e-05}",20,9,16.265511018767327,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.0016995876630978369, 'e': 1.122821380105291e-05}",20,6,25.254925182586003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.0016910897247823476, 'e': 1.1115931663042381e-05}",20,0,30.286000925795197,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1136,False,"{'a': 0.0016826342761584359, 'e': 1.1004772346411957e-05}",30,10,32.38382147065266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.0016742211047776436, 'e': 1.0894724622947836e-05}",30,18,24.290053787937307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.0016658499992537555, 'e': 1.0785777376718359e-05}",20,13,10.607116566586502,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.0016575207492574866, 'e': 1.0677919602951174e-05}",20,9,23.787970294983335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.0016492331455111992, 'e': 1.0571140406921662e-05}",25,15,17.191917750770717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.0016409869797836432, 'e': 1.0465429002852447e-05}",20,8,22.738928219818323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.001632782044884725, 'e': 1.0360774712823922e-05}",30,7,43.683833688005826,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.0016246181346603013, 'e': 1.0257166965695683e-05}",20,7,24.63557353455351,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.001616495043987, 'e': 1.0154595296038726e-05}",25,12,23.465779284804185,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.001608412568767065, 'e': 1.0053049343078338e-05}",25,12,22.940628884026847,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.0016003705059232296, 'e': 9.952518849647554e-06}",35,19,30.145714052122802,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,19,10.947926636033863,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,31.661856010967202,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,8,22.9627987778683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,8,17.723347214922597,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,13,13.993423319418405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,13,13.368543100084109,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,19,11.529830997671572,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,1,28.176693187446553,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,5,36.26818264485815,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,19,10.257905239645034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,0,32.899985972885894,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,12,13.772434982369015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,6,25.973915338301563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,17,28.286014675891778,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",30,4,45.928716159680604,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,10,21.006709657215097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,19,20.99975644370329,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,6,43.783507731325194,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,15,17.310655290158483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,13,14.910330452816961,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,20,9.935314635337559,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",35,21,26.626259443036812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,19,12.799711532463245,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,7,33.45419987330995,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,15,9.537442731935279,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,1,30.07619495330463,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,5,32.73059005664984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,17,13.064128439053693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,11,27.724884080965428,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,8,22.889376007433683,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,7,27.708047743751848,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,13,14.792323759190946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",25,14,17.582707258855166,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",30,16,24.60660923477855,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",30,21,17.627755132287763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,19,12.48411320084699,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,7,25.74438637632897,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,0,29.429386313574415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
39,True,"{'a': 0, 'e': 0}",20,4,26.458156477193825,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",25,17,15.68222319429727,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",30,22,10.406326908692845,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,12,14.816002303117687,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",30,9,36.722277371990785,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,10,29.8556168850569,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,3,28.724328360733335,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,5,36.28013671800658,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",25,3,37.32025301876561,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,6,28.690583544561107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,8,18.98552220091483,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,10,21.716151663328912,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",20,0,31.0918263674807,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
52,True,"{'a': 0, 'e': 0}",20,3,29.439211173372726,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",20,2,25.15962201118192,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",25,10,25.89930762958597,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",25,15,18.544253784976302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0, 'e': 0}",25,11,23.44998310457763,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",25,8,29.192430371243454,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",25,14,20.02028424004888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",25,14,14.5174376872006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0, 'e': 0}",20,13,13.138787565787261,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",25,12,22.799977458463907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",20,2,27.575540263582916,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",25,8,30.38457190772876,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",25,15,17.336466852199827,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",20,9,21.298207647265706,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0, 'e': 0}",35,27,14.483641918530006,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",20,8,21.136764467052682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0, 'e': 0}",20,2,28.96121457936015,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0, 'e': 0}",35,22,24.18756224265748,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",20,0,27.327967125250254,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
71,True,"{'a': 0, 'e': 0}",30,16,24.71973850557345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0, 'e': 0}",25,4,33.62326153636559,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0, 'e': 0}",20,12,15.918181310123018,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",20,6,26.53375402017257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",20,7,24.373521444717806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",20,13,15.716039775875414,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",25,14,18.789983387875722,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",25,11,28.52761964588682,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",25,10,22.738650842116936,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",25,15,14.065560250882696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",25,16,14.46055606015186,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",20,2,26.93040964429723,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0, 'e': 0}",20,13,13.714083879933039,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0, 'e': 0}",20,13,15.005859505209136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",35,17,33.18708341788144,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",20,8,23.558699109681903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0, 'e': 0}",25,10,27.93357037041024,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0, 'e': 0}",25,17,12.529695502893553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",25,13,23.607433528244815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",20,13,13.116471819125902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",30,16,26.613463177558323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",20,14,11.849882863455043,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0, 'e': 0}",30,11,34.77089270078735,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0, 'e': 0}",30,8,35.129692634027585,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0, 'e': 0}",25,0,37.67226531663303,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
96,True,"{'a': 0, 'e': 0}",25,17,16.68919329036835,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0, 'e': 0}",20,16,9.399786910549128,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",25,8,33.91584964535251,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0, 'e': 0}",20,6,27.081369924500912,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0, 'e': 0}",20,9,20.857077983843983,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
